Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
Amesbury,13.36,,,,0.17,0.17,,0.17,0.17,,,,5.46,1.08,,0.23,0.57,0.28,4.38,1.02,0.4,0.4,0.23,6.14,0.4,0.34,,0.06,,,,2019
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Andover,8.24,,,,0.16,0.14,0.03,,,,,,2.19,0.03,,,0.03,,2.16,0.79,0.36,0.3,0.14,4.9,0.19,0.19,,,,,,2019
Beverly,7.42,,,,0.14,0.14,,0.05,,0.02,,0.02,2.32,0.97,0.05,0.05,0.61,0.26,1.35,0.45,0.14,0.26,0.05,4.18,0.24,0.21,,0.02,0.02,0.02,,2019
Boxford,1.8,,,,,,,,,,,,0.24,,,,,,0.24,0.24,0.12,0.12,,1.32,,,,,,,,2019
Danvers,23.24,,,,0.07,0.07,,0.14,0.07,,,0.07,9.9,1.23,0.11,0.11,0.54,0.47,8.68,0.94,0.4,0.33,0.22,11.46,0.58,0.4,0.14,0.04,0.11,,0.04,2019
Essex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Georgetown,7.18,,,,,,,,,,,,3.42,0.23,0.11,0.11,,,3.19,0.57,,0.46,0.11,3.08,0.11,0.11,,,,,,2019
Gloucester,13.04,,,,0.26,0.26,,0.03,,0.03,,,7.34,1.65,,0.2,0.56,0.89,5.7,0.69,0.36,0.33,,4.28,0.43,0.43,,,,,,2019
Hamilton,4.09,,,,,,,,,,,,0.87,0.12,,,0.12,,0.74,0.5,0.12,,0.37,2.35,0.37,0.37,,,,,,2019
Ipswich,6.81,,,,0.57,0.57,,0.14,,,0.07,0.07,2.84,0.64,,0.07,0.28,0.28,2.2,0.43,0.14,0.14,0.14,2.34,0.5,0.5,,,,,,2019
Lynnfield,8.68,,,,,,,,,,,,2.82,0.15,,,0.15,,2.67,0.61,0.46,0.15,,5.18,0.08,0.08,,,,,,2019
Manchester-by-the-sea,5.9,,,,,,,,,,,,1.48,0.37,,,,0.37,1.11,0.74,0.18,0.55,,3.5,0.18,,,0.18,,,,2019
Marblehead,8.55,,,,0.34,0.34,,,,,,,2.48,0.73,0.15,0.1,0.15,0.34,1.75,0.49,0.19,0.29,,5.01,0.24,0.19,,0.05,,,,2019
Merrimac,5,,,,0,0,,,,,,,2.86,0.29,,,0.29,,2.57,0.71,0.29,0.43,,1.29,0.14,0.14,,,,,,2019
Middleton,5.93,,,,,,,,,,,,1.88,0.49,,,0.3,0.2,1.38,0.3,0.3,,,3.46,0.3,0.2,,0.1,,,,2019
Nahant,7.97,,,,0.28,0.28,,,,,,,4.27,3.13,,,0.85,2.28,1.14,0.57,,0.57,,2.56,0.28,0.28,,,,,,2019
Newbury,9.09,,,,0.14,0.14,,,,,,,4.9,1.4,,,0.7,0.7,3.5,1.12,0.7,0.28,0.14,2.94,,,,,,,,2019
Newburyport,13.27,,,,0.28,0.28,,,,,,,5.95,0.99,,,0.5,0.5,4.96,0.72,0.22,0.33,0.17,6.22,0.11,0.11,,,,,,2019
North Andover,7.64,,,,0.16,0.16,,0.1,0.06,0.03,,,2.16,0.32,0.06,,0.19,0.06,1.85,0.45,0.25,0.16,0.03,4.45,0.32,0.32,,,,,,2019
Peabody,15.18,,,,0.4,0.4,,0.15,0.02,0.04,0.02,0.08,6.35,1.77,,0.24,0.75,0.77,4.58,1.04,0.36,0.43,0.24,6.65,0.56,0.51,0.04,0.02,0.04,,,2019
Rockport,6.73,,,,0.27,0.27,,0.14,,,,0.14,4.12,0.55,,,0.41,0.14,3.57,0.55,0.27,0.27,,1.51,0.14,0.14,,,,,,2019
Rowley,6.75,,,,0.16,0.16,,,,,,,2.51,0.78,,0.16,0.31,0.31,1.73,0.63,0.16,0.47,,3.3,0.16,0.16,,,,,,2019
Salem,35.1,,,,0.32,0.32,,0.48,,0.07,0.05,0.37,17.33,1.68,0.16,0.53,0.58,0.41,15.65,2,0.97,0.83,0.21,13.77,1.06,0.92,,0.14,0.14,,,2019
Salisbury,18.49,,,,0.52,0.52,,,,,,,10.23,1.25,,0.31,0.63,0.31,8.98,2.61,0.94,1.15,0.52,4.6,0.52,0.42,,0.1,0,,,2019
Saugus,19.59,,,,0.32,0.32,,0.35,0.07,0.11,0.07,0.11,5.99,1.9,0.18,0.35,0.88,0.49,4.09,1.02,0.49,0.46,0.07,10.89,0.99,0.95,,0.04,0.04,,,2019
Swampscott,10.13,,,,0.07,0.07,,0.07,,,,0.07,2.62,0.39,,,0.33,0.07,2.22,0.78,0.33,0.46,,6.54,0.07,0.07,,,,,,2019
Topsfield,3.61,,,,0.15,0.15,,,,,,,1.96,0.6,,,0.6,,1.35,0.3,,0.3,,1.05,0.15,0.15,,,,,,2019
Wenham,3.4,,,,,,,,,,,,1.89,,,,,,1.89,0.19,,0.19,,1.13,0.19,0.19,,,,,,2019
West Newbury,6.15,,,,0.42,0.42,,,,,,,2.97,1.27,,0.42,,0.85,1.7,0.42,0.21,0.21,,2.33,,,,,,,,2019
Salem State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Merrimack College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Endicott College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Northern Essex Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Gordon College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Salem State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
North Shore Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Essex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Essex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Franklin County,16.14,0,0,0,0.37,0.37,0,0.23,0.07,0.01,0.03,0.11,6.03,1.96,0.09,0.24,0.81,0.82,4.06,2.23,1.35,0.78,0.1,6.88,0.38,0.31,0.03,0.04,0.03,0,0,2019
Ashfield,0.58,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,2019
Bernardston,11.83,,,,1.42,1.42,,,,,,,4.73,0.95,,,0.47,0.47,3.79,1.42,0.47,0.47,0.47,4.26,,,,,,,,2019
Buckland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Charlemont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Colrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Conway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Deerfield,13.51,,,,0.4,0.4,,,,,,,4.37,0.6,,,0.6,,3.78,2.98,1.79,1.19,,5.37,0.2,0.2,,,0.2,,,2019
Erving,16.37,,,,,,,,,,,,7.91,,,,,,7.91,2.82,1.13,1.13,0.56,5.08,0.56,0.56,,,,,,2019
Gill,6.71,,,,,,,,,,,,,,,,,,,0.67,0.67,,,6.04,,,,,,,,2019
Greenfield,31.32,,,,0.63,0.63,,0.57,0.11,0.06,0.11,0.29,10.31,3.61,0.23,0.4,1.78,1.2,6.7,4.81,3.26,1.55,,14.43,0.57,0.52,0.06,,,,,2019
Hawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Heath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Leverett,3.22,,,,,,,,,,,,0.54,0.54,,0.54,,,,1.61,0.54,0.54,0.54,0.54,0.54,0.54,,,,,,2019
Leyden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Monroe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Montague,20.61,,,,0.48,0.48,,0.48,0.36,,,0.12,9.52,4.94,,0.12,1.45,3.37,4.58,2.17,1.08,1.08,,7.71,0.24,,,0.24,,,,2019
New Salem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Northfield,7.03,,,,,,,,,,,,3.68,,,,,,3.68,0.33,0.33,,,3.01,,,,,,,,2019
Orange,19.89,,,,0.52,0.52,,0.26,,,,0.26,6.8,2.22,0.26,0.92,0.92,0.13,4.58,2.22,1.18,1.05,,9.42,0.52,0.39,,0.13,0.13,,,2019
Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Shelburne,10.24,,,,,,,,,,,,4.85,1.08,,,0.54,0.54,3.77,1.62,0.54,,1.08,3.77,,,,,,,,2019
Shutesbury,2.25,,,,,,,,,,,,1.69,1.13,,,1.13,,0.56,,,,,0.56,,,,,,,,2019
Sunderland,11.76,,,,0.55,0.55,,,,,,,5.47,0.55,,0.27,,0.27,4.92,1.37,1.09,0.27,,3.56,0.82,0.82,,,,,,2019
Warwick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Wendell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Whately,13.22,,,,,,,,,,,,2.52,0.63,,,,0.63,1.89,1.26,,,1.26,6.29,3.15,2.52,0.63,,,,,2019
Greenfield CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA - Franklin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Franklin State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Franklin State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Franklin State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Agawam,24.85,,,,0.45,0.45,,0.28,0.17,,0.03,0.07,10.89,2.16,0.03,0.21,1.08,0.84,8.73,4.63,1.91,2.3,0.42,8.04,0.52,0.49,0.03,,0.03,,,2019
Blandford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Western New England Coll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Brimfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Chester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Granville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampden,5.77,,,,,,,,,,,,1.54,0.19,,,,0.19,1.35,1.35,0.96,0.38,,2.69,0.19,0.19,,,,,,2019
Holland,6.44,,,,0.81,0.81,,,,,,,2.01,,,,,,2.01,0.4,0.4,,,2.01,1.21,1.21,,,,,,2019
Longmeadow,10.68,,,,0.19,0.19,,,,,,,2.8,0.44,,0.06,0.32,0.06,2.35,1.78,0.76,0.76,0.25,5.21,0.64,0.57,,0.06,0.06,,,2019
Ludlow,17.62,,,,0.23,0.23,,0.19,0.14,,,0.05,7.71,2.52,0.14,0.33,1.17,0.89,5.19,1.73,1.36,0.23,0.14,6.82,0.93,0.89,0.05,,0,,,2019
Monson,15.82,,,,0.45,0.45,,,,,,,10.39,2.6,0.11,0.23,1.81,0.45,7.8,1.36,0.68,0.45,0.23,2.71,0.9,0.56,0.34,,,,,2019
Montgomery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Palmer,24.23,,,,0.16,0.16,,0.24,,,0.08,0.16,14.36,3.67,0.08,1.22,2.28,0.08,10.69,2.77,1.47,1.06,0.24,5.79,0.82,0.41,0.33,0.08,0.08,,,2019
Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Southwick,11.15,,,,0.31,0.31,,,,,,,4.09,0.72,,0.1,0.61,,3.38,2.15,0.72,1.23,0.2,4.09,0.51,0.41,0.1,,,,,2019
Tolland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Wales,5.81,,,,0.53,0.53,,,,,,,2.11,0.53,,,0.53,,1.58,1.58,1.06,0.53,,1.06,,,,,0.53,,,2019
West Springfield,46.46,0.03,,0.03,0.63,0.63,,0.52,0.28,0.14,0.07,0.03,11.21,3.67,0.17,0.42,1.29,1.78,7.55,3.53,1.85,1.15,0.52,28.54,1.89,1.75,0.07,0.07,0.1,,,2019
Wilbraham,21.18,,,,0.07,0.07,,,,,,,6.25,1.36,0.07,0.27,0.95,0.07,4.89,3.94,3.19,0.48,0.27,10.45,0.48,0.34,0.07,0.07,,,,2019
Westfield State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Holyoke Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Springfield Technical Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Western New England University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA - Hampden County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Springfield College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampden State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampden State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampden State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Amherst,9.6,0.05,,0.05,0.76,0.76,,0.05,0.05,,,,4.27,1.74,0.05,0.2,0.4,1.09,2.53,1.39,0.68,0.68,0.03,2.65,0.38,0.35,,0.03,0.05,,,2019
Belchertown,7.57,,,,0.07,0.07,,0.07,,0.07,,,3.82,0.92,0.2,0.07,0.46,0.2,2.9,0.79,0.46,0.33,,2.5,0.33,0.33,,,,,,2019
Chesterfield,0.79,,,,,,,,,,,,,,,,,,,0.79,0.79,,,,,,,,,,,2019
Cummington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Easthampton,15.71,,,,0.44,0.44,,0.13,0.06,,,0.06,5.32,1.75,0.13,0.5,1,0.13,3.57,1.56,0.94,0.56,0.06,7.7,0.56,0.5,0.06,,,,,2019
Goshen,3.76,,,,,,,,,,,,,,,,,,,1.88,0.94,,0.94,1.88,,,,,,,,2019
Granby,7.39,,,,0.16,0.16,,,,,,,3.77,1.26,,0.16,0.63,0.47,2.52,0.47,0.31,,0.16,2.52,0.47,0.31,0.16,,,,,2019
Hadley,43.3,,,,1.31,1.31,,,,,,,10.08,3.55,,0.37,1.12,2.05,6.53,1.12,0.75,0.19,0.19,29.49,1.31,1.31,,,,,,2019
Hatfield,12.78,,,,,,,,,,,,2.13,0.61,,,,0.61,1.52,3.65,2.74,0.61,0.3,7,,,,,,,,2019
Huntington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Middlefield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Pelham,3.03,,,,,,,,,,,,0.76,,,,,,0.76,1.51,0.76,,0.76,0.76,,,,,,,,2019
Plainfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
South Hadley,16.56,,,,0.22,0.22,,0,,,0,0,7.35,1.29,0.06,0.39,0.84,,6.06,1.57,0.56,0.79,0.22,6.79,0.45,0.45,,,0.17,,,2019
Southampton,9.92,,,,0.16,0.16,,,,,,,4,1.28,,0.16,0.64,0.48,2.72,1.92,0.64,1.28,,3.52,0.32,0.32,,,,,,2019
Ware,23.15,,,,0.1,0.1,,0.61,,,,0.61,13.97,4.28,0.31,0.71,1.43,1.84,9.69,0.92,0.71,0.1,0.1,6.53,1.02,0.92,,0.1,,,,2019
Westhampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Williamsburg,9.64,,,,0.4,0.4,,,,,,,2.01,0.4,0.4,,,,1.61,1.61,,1.61,,5.62,,,,,,,,2019
Worthington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
U-Mass Amherst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mt. Holyoke College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampshire College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Smith College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Amherst College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA - Hampshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampshire State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Hampshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Acton,10.77,,,,0.25,0.25,,0.08,0.08,,,,4.12,1.01,0.04,0.21,0.67,0.08,3.11,0.93,0.29,0.55,0.08,5.13,0.13,0.13,,,0.13,,,2019
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Arlington,6.69,,,,0.11,0.11,,0.18,0.02,0.04,0.02,0.09,2.67,0.46,0.02,0.13,0.18,0.13,2.21,0.35,0.2,0.13,0.02,3.05,0.26,0.26,,,0.07,,,2019
Ashby,2.79,,,,0.31,0.31,,,,,,,,,,,,,,1.24,0.31,0.62,0.31,1.24,,,,,,,,2019
Ashland,7.89,,,,0.23,0.23,,0.06,0.06,,,,3.27,0.9,0.06,0.45,0.11,0.28,2.37,0.51,0.34,0.06,0.11,3.38,0.45,0.39,,0.06,,,,2019
Ayer,16.97,,,,0.12,0.12,,0.12,,,,0.12,9.77,1.46,,0.73,0.73,,8.3,1.71,1.22,0.49,,4.88,0.37,0.37,,,,,,2019
Bedford,4.02,,,,,,,0.07,,,,0.07,0.92,0.42,,,0.35,0.07,0.49,0.21,0.21,,,2.75,0.07,0.07,,,,,,2019
Belmont,8.7,,,,0.04,0.04,,,,,,,1.78,0.19,,0.08,0.08,0.04,1.6,2.89,0.95,1.9,0.04,3.72,0.19,0.15,,0.04,0.08,,,2019
Billerica,6.86,,,,0.05,0.05,,0.05,0.02,,,0.02,2.89,0.41,,0.09,0.3,0.02,2.48,0.48,0.27,0.14,0.07,3.1,0.3,0.23,,0.07,,,,2019
Boxborough,5.81,,,,,,,,,,,,1.83,0.61,,0.15,0.46,,1.22,0.15,,,0.15,3.21,0.61,0.61,,,,,,2019
Burlington,20.12,,,,0.41,0.41,,0.1,0.03,,,0.07,3.99,1.03,0.17,0.21,0.24,0.41,2.96,0.52,0.34,0.17,,14.65,0.41,0.34,0.07,,,,0.03,2019
Carlisle,5.52,,,,0.19,0.19,,,,,,,1.14,,,,,,1.14,0.76,0.38,0.38,,3.43,,,,,,,,2019
Chelmsford,13.86,,,,0.11,0.09,0.03,0.03,0.03,,,,2.39,0.82,0.09,0.4,0.23,0.11,1.56,0.48,0.31,0.11,0.06,10.34,0.45,0.43,0.03,,0.06,,,2019
Concord,7.95,,,,0.26,0.26,,0.05,,0.05,,,2.8,0.68,,0.05,0.57,0.05,2.13,0.36,0.21,0.16,,4.36,0.05,0.05,,,0.05,,,2019
Dracut,11.45,,,,0.06,0.06,,0.13,0.03,0.06,,0.03,4.59,0.76,0.03,0.13,0.5,0.09,3.84,1.04,0.5,0.25,0.28,5.1,0.5,0.5,,,0.03,,,2019
Dunstable,5.29,,,,,,,,,,,,3.23,0.88,0.29,,0.29,0.29,2.35,0.88,0.29,0.59,,0.88,0.29,0.29,,,,,,2019
Holliston,6.07,,,,0.07,0.07,,0.07,,,,0.07,3.2,0.8,,0.07,0.4,0.33,2.4,0.53,0.27,0.13,0.13,2.07,0.13,0.13,,,,,,2019
Hopkinton,3.39,,,,,,,,,,,,1.78,,,,,,1.78,0.05,,0.05,,1.51,0.05,0.05,,,,,,2019
Hudson,8.04,,,,0.6,0.6,,0.05,0.05,,,,3.31,1.36,0.1,0.2,0.75,0.3,1.96,0.25,0.1,0.1,0.05,3.72,0.1,0.1,,,,,,2019
Lincoln,3.97,,,,0.15,,0.15,,,,,,1.47,0.44,,0.29,0.15,,1.03,0.29,,0.29,,2.06,,,,,,,,2019
Littleton,9.29,,,,0.48,0.48,,,,,,,4.16,0.58,,,0.39,0.19,3.58,0.48,0.1,0.39,,4.16,,,,,,,,2019
Marlborough,26.01,0.03,,0.03,0.43,0.43,,0.38,0.08,0.05,0.08,0.18,11.65,2.95,0.18,0.45,1.66,0.66,8.7,1.79,0.78,0.43,0.58,11.07,0.63,0.6,,0.03,0.03,,0.03,2019
Maynard,9.48,,,,0.28,0.28,,0.19,0.09,,,0.09,5.35,1.78,0.09,0.28,0.94,0.47,3.57,0.66,0.28,0.19,0.19,2.72,0.28,0.28,,,,,,2019
Medford,14.82,,,,0.12,0.12,,0.3,0.17,0.02,0.03,0.07,5.17,1.6,0.23,0.38,0.78,0.21,3.57,0.89,0.42,0.33,0.14,7.76,0.57,0.42,0.07,0.09,0.02,,,2019
Melrose,9.85,,,,,,,0.11,0,0.07,,0.04,3.63,1.03,0.18,0.28,0.25,0.32,2.6,0.89,0.21,0.57,0.11,4.66,0.57,0.46,,0.11,,,,2019
Natick,14.03,0.03,,0.03,0.19,0.19,,0.11,,0.06,,0.06,3.05,0.72,0.14,0.06,0.41,0.11,2.34,0.61,0.3,0.3,,9.68,0.3,0.28,0.03,,0.06,,,2019
Newton,8.37,,,,0.05,0.05,,0.11,0.01,0.03,0.02,0.05,2.45,0.39,0.02,0.11,0.25,0.01,2.05,0.85,0.41,0.32,0.12,4.78,0.12,0.09,0.02,0.01,0.01,,,2019
North Reading,6.95,,,,0.19,0.19,,0.06,,0.06,,,2.87,0.76,0.13,0.06,0.25,0.32,2.1,0.64,0.32,0.32,,2.8,0.38,0.32,,0.06,,,,2019
Pepperell,9.3,,,,0.41,0.41,,0.08,,,,0.08,4.03,0.74,0.08,0.08,0.49,0.08,3.29,0.41,0.41,,,4.12,0.25,0.25,,,,,,2019
Reading,5.81,,,,,,,0.08,,,,0.08,1.15,0.12,,0.04,0.04,0.04,1.03,0.59,0.16,0.4,0.04,3.71,0.28,0.28,,,,,,2019
Sherborn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Shirley,10.61,,,,0.13,0.13,,,,,,,4.98,2.36,,0.66,1.31,0.39,2.62,1.31,0.52,0.79,,3.67,0.52,0.52,,,,,,2019
Somerville,18.01,,,,0.2,0.2,,0.48,0.12,0.07,0.1,0.18,4.62,1.46,0.22,0.37,0.77,0.1,3.16,1.71,0.75,0.93,0.04,9.87,1.09,0.69,0.13,0.27,0.05,,,2019
Stoneham,11.97,,,,0.4,0.4,,0.22,0.04,0.09,0.04,0.04,3.65,0.84,,0.09,0.48,0.26,2.82,1.94,0.92,0.97,0.04,5.06,0.7,0.53,,0.18,,,,2019
Stow,4.7,,,,,,,,,,,,2.9,0.55,,0.14,0.41,,2.35,0.55,0.55,,,1.11,,,,,0.14,,,2019
Sudbury,5.47,,,,0.3,0.3,,0.05,,,0.05,,1.62,0.41,,0.05,0.15,0.2,1.22,0.35,0.2,0.15,,2.99,0.15,0.15,,,,,,2019
Townsend,8.07,,,,0.21,0.21,,,,,,,4.5,0.84,,,0.63,0.21,3.67,0.42,0.31,0.1,,2.2,0.73,0.52,,0.21,,,,2019
Tyngsborough,8.35,,,,0.32,0.32,,0.24,,0.08,0.08,0.08,4.01,0.96,0.16,,0.48,0.32,3.05,0.4,,0.32,0.08,2.49,0.88,0.56,0.32,,,,,2019
Wakefield,10.56,,,,0.11,0.11,,0.11,0.04,,,0.07,4.23,1.14,0.04,0.07,0.7,0.33,3.09,0.92,0.37,0.33,0.22,4.75,0.44,0.37,,0.07,,,,2019
Waltham,14.27,,,,0.21,0.21,,0.11,,0.03,0.03,0.05,5.69,1.31,,0.32,0.7,0.29,4.38,1.12,0.49,0.62,,6.71,0.35,0.26,0.03,0.06,0.08,,,2019
Watertown,13.26,,,,0.28,0.28,,0.06,0.03,,,0.03,4.01,0.47,0.03,0.08,0.36,,3.54,0.99,0.5,0.39,0.11,7.54,0.39,0.3,0.03,0.06,,,,2019
Wayland,0.07,,,,,,,,,,,,,,,,,,,0.07,,0.07,,,,,,,,,,2019
Westford,3.73,,,,,,,0.04,,,,0.04,1.48,0.37,,0.12,0.25,,1.11,0.2,0.12,0.04,0.04,1.84,0.16,0.16,,,,,,2019
Weston,4.53,,,,0.16,0.16,,,,,,,2.06,0.58,,0.08,0.16,0.33,1.48,0.25,0.25,,,1.98,0.08,0.08,,,,,,2019
Wilmington,10.62,,,,0.21,0.21,,0.04,,0.04,,,3.89,1.09,,0.21,0.54,0.33,2.8,0.63,0.25,0.38,,5.23,0.63,0.5,0.13,,,,,2019
Winchester,4.55,,,,,,,,,,,,0.66,0.31,0.13,0.04,0.09,0.04,0.35,0.44,0.26,0.18,,3.24,0.18,0.09,0.09,,0.04,,,2019
Woburn,15.06,,,,0.05,0.05,,0.27,0.05,0.05,0.07,0.1,4.32,1.44,0.15,0.2,0.57,0.52,2.88,1.14,0.62,0.45,0.07,8.05,1.12,1.04,,0.07,0.02,0.07,,2019
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Brandeis University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Bentley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Framingham State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
U-Mass Lowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Boston and Maine Railroad Police Dept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Harvard University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tufts University Medford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tufts University since 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Boston College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Lasell College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Regis College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Mount IDA College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MBTA - Middlesex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Boston College(Old ORI pre-2011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
MIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Framingham SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Tufts University prior 01/01/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Middlesex State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Middlesex State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Middlesex State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Middlesex State Police Holden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
Nantucket County,23.61,0,0,0,0.18,0.18,0,0,0,0,0,0,9.57,2.28,0.09,0.7,0.79,0.7,7.29,1.49,0.61,0.61,0.26,12.02,0.35,0.35,0,0,0,0,0,2019
