Location,All Summary Offenses,Criminal Homicide,Murder and Nonnegligent Homicide,Manslaughter by Negligence,Forcible Rape Total,Rape by Force,Attempts to commit Forcible Rape,Robbery Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Strong-Arm (Hands, Fists, Feet, Etc.)",Assault Total,Aggravated Assault Total,Firearm,Knife or Cutting Instrument,Other Dangerous Weapon,"Hands, Fists, Feet, Etc. - Aggravated injury","Other Assaults - Simple, Not Aggravated",Burglary Total,Forcible Entry,Unlawful Entry - No Force,Attempted Forcible Entry,Larceny - Theft Total,Motor Vehicle Theft Total,Autos,Trucks and Buses,Other Vehicles,Arson,Human Trafficking - Commercial Sex Act,Human Trafficking - Involuntary Servitude,Year
East Brookfield,15,,,,1,1,,,,,,,10,3,2,,1,,7,,,,,1,1,1,,,2,,,2020
Gardner,598,2,2,,12,12,,4,,2,,2,321,75,5,20,37,13,246,32,18,10,4,208,19,16,3,,,,,2020
Grafton,89,,,,2,2,,1,,,,1,37,7,2,,4,1,30,3,2,1,,41,5,5,,,,,,2020
Hardwick,32,,,,,,,1,1,,,,25,6,,,4,2,19,1,1,,,1,3,3,,,1,,,2020
Harvard,37,,,,0,0,,,,,,,12,,,,,,12,8,4,3,1,14,2,1,,1,,1,,2020
Holden,58,,,,2,2,,,,,,,32,4,1,1,1,1,28,2,2,,,16,3,3,,,3,,,2020
Hopedale,32,,,,1,1,,,,,,,12,4,,2,2,,8,2,1,1,,16,1,1,,,,,,2020
Hubbardston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Lancaster,68,,,,4,4,,2,1,,1,,31,8,1,1,6,,23,11,6,3,2,17,3,2,,1,,,,2020
Leicester,116,,,,2,2,,0,,,,0,37,16,1,1,6,8,21,14,6,8,,60,3,3,,,,,,2020
Leominster,"1,444",,,,26,25,1,24,5,3,3,13,689,149,10,23,84,32,540,66,34,22,10,592,44,39,2,3,3,,,2020
Lunenburg,146,,,,2,2,,,,,,,54,22,7,,13,2,32,11,7,2,2,71,8,4,4,,,,,2020
Mendon,39,,,,0,0,,,,,,,19,3,,1,1,1,16,2,1,1,,18,,,,,,,,2020
Milford,400,,,,7,7,,,,,,,219,34,1,11,21,1,185,27,18,6,3,120,25,25,,,2,,,2020
Millbury,153,,,,3,3,,,,,,,60,17,2,8,6,1,43,8,5,2,1,76,6,5,,1,,,,2020
Millville,16,,,,,,,,,,,,4,1,1,,,,3,3,1,1,1,8,1,1,,,,,,2020
New Braintree,8,,,,,,,,,,,,4,1,,1,,,3,1,,1,,2,1,1,,,,,,2020
North Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Northborough,105,,,,1,1,,1,,1,,,37,6,,1,5,,31,11,2,9,,48,7,6,,1,,,,2020
Northbridge,136,,,,2,2,,1,1,,,,64,32,8,7,11,6,32,14,10,3,1,47,8,8,,,,,,2020
Oakham,14,,,,1,1,,,,,,,9,2,,1,1,,7,,,,,3,1,1,,,,,,2020
Oxford,235,,,,2,2,,1,,1,,,53,19,3,4,7,5,34,10,3,6,1,160,8,8,,,1,,,2020
Paxton,22,,,,,,,,,,,,12,1,,,1,,11,2,1,1,,8,,,,,,,,2020
Petersham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Phillipston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Princeton,16,,,,,,,,,,,,4,,,,,,4,3,2,1,,7,2,1,1,,,,,2020
Royalston,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,2020
Rutland,97,,,,3,3,,1,,,1,,79,26,,3,16,7,53,2,1,1,,10,2,1,1,,,,,2020
Shrewsbury,226,,,,2,2,,,,,,,67,3,,1,2,,64,7,4,3,,125,25,25,,,,,,2020
Southborough,80,,,,8,8,,4,2,,,2,25,11,,,8,3,14,8,2,3,3,26,9,8,,1,0,,,2020
Southbridge,401,,,,26,26,,1,,1,,0,166,67,3,20,30,14,99,44,23,20,1,141,20,19,,1,2,1,,2020
Spencer,112,,,,1,1,,,,,,,32,19,,4,11,4,13,15,10,2,3,46,18,6,12,,,,,2020
Sterling,54,,,,1,1,,,,,,,22,4,,,2,2,18,5,4,1,,23,2,1,,1,1,,,2020
Sturbridge,194,,,,4,4,,,,,,,86,21,4,5,10,2,65,15,8,6,1,70,17,17,,,2,,,2020
Sutton,94,,,,,,,,,,,,41,8,,1,7,,33,18,3,11,4,30,5,4,1,,,,,2020
Templeton,57,,,,1,1,,1,,,,1,35,5,,1,4,,30,7,4,3,,12,1,1,,,0,,,2020
Upton,50,,,,1,1,,,,,,,26,6,,3,3,,20,2,1,1,,12,6,5,1,,3,,,2020
Uxbridge,181,,,,,,,1,1,,,,78,35,,4,22,9,43,69,61,2,6,29,4,4,,,,,,2020
Warren,72,,,,2,2,,,,,,,46,17,2,1,14,,29,8,5,1,2,11,5,2,3,,,,,2020
Webster,579,,,,15,15,,7,2,3,1,1,369,94,15,14,50,15,275,30,15,10,5,140,15,11,2,2,3,,,2020
West Boylston,67,,,,2,2,,,,,,,23,9,,3,5,1,14,5,5,,,31,6,4,,2,,,,2020
West Brookfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Westborough,294,,,,6,6,,1,,1,,,132,26,,2,19,5,106,17,6,9,2,126,12,11,1,,,,,2020
Westminster,85,,,,1,1,,,,,,,39,13,,4,2,7,26,4,2,2,,37,3,2,1,,1,,,2020
Winchendon,202,,,,8,8,,1,1,,,,95,19,2,4,11,2,76,37,24,12,1,55,4,3,,1,1,1,,2020
U-Mass Worcester,112,,,,3,3,,1,,,,1,83,9,,,5,4,74,1,,1,,22,2,2,,,,,,2020
Fitchburg SC,16,,,,2,2,,,,,,,5,,,,,,5,1,1,,,8,,,,,,,,2020
Tufts University Worcester,2,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,2020
Tufts University Worcester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Worcester Polytechnic In,25,,,,1,1,,,,,,,3,,,,,,3,2,,1,1,19,,,,,,,,2020
Col of the Holy Cross,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,1,1,0,0,,0,0,2020
Quinsigamond CC,3,,,,,,,,,,,,1,,,,,,1,1,1,,,1,,,,,,,,2020
Clark University,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,14,0,0,0,0,0,0,0,2020
Assumption College,6,,,,2,2,,,,,,,,,,,,,,,,,,4,,,,,,,,2020
Assumption College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Mount Wachusett CC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,,0,0,2020
Becker College,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,0,2020
MBTA - Worcester County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Fitchburg State College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
U-Mass Worcester MA014UM00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Clark University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Worcester State,9,,,,1,1,,,,,,,2,,,,,,2,,,,,6,,,,,,,,2020
Worcester State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Worcester State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Worcester State Police Holden,19,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,9,4,0,0,0,0,2,4,4,0,0,,0,0,2020
Worcester State University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Suffolk University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
MSCPA Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020
Massachusetts,"139,194",151,133,18,"2,060","2,023",37,"2,618",614,480,341,"1,183","64,135","16,178","2,331","3,657","7,366","2,824","47,957","9,582","4,860","3,656","1,066","53,572","6,785","5,697",511,577,252,30,9,2021
Suffolk County,"30,639",42,40,2,306,286,20,871,181,164,118,408,"15,592","3,285",555,950,"1,434",346,"12,307","1,542",751,611,180,"10,887","1,358","1,014",242,102,28,11,2,2021
Boston,"26,443",38,36,2,237,217,20,774,159,144,111,360,"13,651","2,888",524,857,"1,256",251,"10,763","1,355",655,543,157,"9,192","1,165",849,234,82,22,8,1,2021
Hampden County,"17,170",25,24,1,191,185,6,445,128,75,46,196,"8,243","1,988",469,460,847,212,"6,255","1,197",669,385,143,"6,082",944,861,40,43,41,2,,2021
Springfield,"8,776",19,18,1,62,58,4,306,94,49,23,140,"4,755","1,057",317,263,425,52,"3,698",582,314,195,73,"2,523",508,462,20,26,20,1,,2021
Worcester County,"15,383",11,8,3,229,229,,270,71,60,26,113,"7,100","1,909",308,456,941,204,"5,191","1,347",721,462,164,"5,640",745,639,39,67,32,6,3,2021
Essex County,"12,254",11,9,2,145,145,,168,46,27,22,73,"6,091","1,615",200,324,775,316,"4,476",727,344,340,43,"4,474",614,519,47,48,24,,,2021
Bristol County,"13,351",14,11,3,239,238,1,245,52,54,29,110,"7,117","1,825",216,402,843,364,"5,292",944,441,404,99,"4,199",567,473,30,64,24,1,1,2021
Middlesex County,"22,598",19,18,1,305,300,5,300,52,63,46,139,"8,139","2,033",224,480,881,448,"6,106","1,637",784,626,227,"11,057","1,095",894,44,157,43,2,1,2021
Worcester,"6,792",9,6,3,52,52,,191,41,43,13,94,"2,984",955,210,281,432,32,"2,029",713,381,223,109,"2,452",376,310,16,50,9,4,2,2021
Plymouth County,"7,925",11,11,,194,193,1,119,34,15,16,54,"3,628","1,101",124,213,516,248,"2,527",431,230,163,38,"2,858",659,618,28,13,21,2,2,2021
Lynn,"2,035",1,1,,27,27,,48,8,7,9,24,"1,098",368,43,91,204,30,730,130,66,59,5,589,137,118,5,14,5,,,2021
Fall River,"2,868",3,3,,55,55,,90,16,24,14,36,"1,778",721,94,116,295,216,"1,057",342,141,169,32,469,123,93,11,19,8,,,2021
Norfolk County,"9,269",10,6,4,126,126,,99,27,10,24,38,"3,443",938,90,132,462,254,"2,505",633,342,206,85,"4,458",486,395,22,69,12,2,,2021
Brockton,"3,433",8,8,,64,63,1,96,28,15,14,39,"1,578",508,76,122,213,97,"1,070",161,103,42,16,"1,043",471,465,6,,11,1,,2021
Holyoke,"2,413",2,2,,17,17,,63,14,15,13,21,"1,020",285,64,78,130,13,735,156,94,35,27,"1,044",102,91,7,4,9,,,2021
Lowell,"3,203",6,6,,16,15,1,60,9,14,9,28,"1,572",284,63,116,66,39,"1,288",197,122,,75,"1,163",186,142,4,40,3,,,2021
Abington,208,,,,3,3,,1,,,,1,62,26,3,8,15,,36,12,4,7,1,112,16,13,2,1,1,1,,2021
New Bedford,"4,393",5,4,1,52,51,1,84,27,16,7,34,"2,593",476,64,161,197,54,"2,117",255,148,97,10,"1,229",168,133,6,29,7,,,2021
North Attleborough,369,1,1,,5,5,,3,,,,3,125,40,3,6,30,1,85,20,9,6,5,207,8,8,,,,,,2021
Lawrence,"1,915",7,6,1,18,18,,43,19,7,4,13,994,293,52,78,132,31,701,62,42,18,2,632,155,116,23,16,4,,,2021
Westfield,602,,,,16,16,,5,,1,2,2,229,70,10,19,21,20,159,50,27,16,7,267,33,28,5,,2,,,2021
Everett,933,1,1,,24,22,2,12,2,2,3,5,326,105,14,40,31,20,221,68,31,29,8,416,86,78,3,5,,,,2021
Barnstable County,"3,953",3,2,1,122,119,3,31,5,3,3,20,"2,026",514,52,66,285,111,"1,512",391,177,162,52,"1,269",96,81,9,6,11,4,,2021
Barnstable,950,2,1,1,32,31,1,11,1,,1,9,569,155,12,26,92,25,414,65,27,31,7,247,20,18,1,1,3,1,,2021
Berkshire County,"2,608",4,3,1,64,64,,44,14,6,4,20,"1,088",424,63,83,154,124,664,367,185,171,11,932,104,96,4,4,5,,,2021
Pittsfield,"1,150",1,1,,36,36,,28,10,3,2,13,423,211,37,49,76,49,212,227,115,108,4,368,64,60,1,3,3,,,2021
Taunton,"1,188",3,2,1,28,28,,19,3,2,3,11,573,177,16,43,83,35,396,69,31,34,4,406,88,79,3,6,1,1,,2021
Chicopee,"1,993",3,3,,32,31,1,30,8,3,5,14,914,202,19,48,116,19,712,126,83,34,9,770,116,110,3,3,2,,,2021
Revere,"1,219",,,,19,19,,24,8,4,2,10,538,115,11,25,51,28,423,67,40,18,9,478,89,77,2,10,2,2,,2021
MBTA - Suffolk County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Groveland,14,,,,,,,,,,,,4,1,,,1,,3,2,1,1,,6,2,,,2,,,,2021
Haverhill,"1,796",1,1,,19,19,,12,4,4,,4,"1,217",344,25,56,181,82,873,127,52,74,1,363,55,47,5,3,2,,,2021
Methuen,771,,,,9,9,,11,5,,2,4,325,76,12,21,25,18,249,29,21,7,1,356,41,40,,1,0,,,2021
MBTA - Essex County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
East Longmeadow,281,,,,11,11,,3,1,,,2,93,15,5,2,7,1,78,36,18,16,2,117,21,20,,1,,,,2021
Hampshire County,"2,268",1,1,,93,92,1,17,4,2,4,7,934,278,18,48,127,85,656,176,99,60,17,981,58,51,4,3,8,,,2021
Northampton,707,1,1,,22,22,,9,3,,1,5,278,82,4,22,38,18,196,42,18,22,2,335,17,14,2,1,3,,,2021
Cambridge,"3,517",1,1,,34,34,,64,7,14,15,28,"1,047",273,34,56,129,54,774,204,74,120,10,"2,042",119,92,6,21,5,1,,2021
Framingham,"1,297",1,1,,5,5,,11,3,4,,4,455,204,11,45,77,71,251,91,29,17,45,657,77,62,7,8,,,,2021
Groton,59,,,,3,3,,,,,,,19,3,,,3,,16,7,5,1,1,26,3,1,,2,1,,,2021
Lexington,182,,,,2,2,,2,,1,,1,73,20,,5,9,6,53,20,11,6,3,80,5,4,,1,,,,2021
Malden,"1,149",3,3,,10,10,,25,10,3,,12,394,117,10,32,46,29,277,100,45,55,,522,93,70,6,17,2,,,2021
Tewksbury,670,,,,18,18,,4,,1,,3,293,72,2,7,53,10,221,26,19,4,3,308,20,17,1,2,1,,,2021
Brookline,722,,,,1,1,,14,4,1,8,1,133,24,1,4,17,2,109,61,36,1,24,483,30,28,,2,,,,2021
Plainville,92,,,,2,2,,,,,,,36,6,,2,3,1,30,9,4,4,1,42,3,1,1,1,,,,2021
Quincy,"2,119",1,,1,27,27,,25,3,6,6,10,896,251,15,39,134,63,645,221,115,82,24,806,139,96,9,34,4,,,2021
Randolph,674,,,,9,9,,9,5,1,2,1,334,77,18,13,33,13,257,44,35,5,4,232,46,41,,5,,,,2021
Stoughton,494,,,,14,14,,12,6,1,2,3,229,54,10,8,35,1,175,34,21,10,3,160,44,34,2,8,0,1,,2021
Wareham,428,,,,11,11,,3,,,1,2,188,60,8,9,33,10,128,32,19,13,,166,27,21,4,2,1,,,2021
Athol,223,,,,7,7,,3,1,,,2,104,35,2,9,18,6,69,13,8,5,,83,13,13,,,,,,2021
Clinton,32,,,,,,,,,,,,25,4,,,1,3,21,,,,,6,1,1,,,,,,2021
Fitchburg,914,,,,19,19,,12,6,2,1,3,477,157,27,45,60,25,320,56,35,14,7,297,51,45,2,4,2,,,2021
Bourne,392,,,,6,6,,2,1,,1,,207,38,3,7,23,5,169,44,12,27,5,114,19,14,5,,,,,2021
Brewster,91,,,,3,3,,3,,,,3,29,6,,1,4,1,23,16,8,7,1,38,1,,1,,,1,,2021
Chatham,81,,,,2,2,,,,,,,28,2,1,,1,,26,5,2,3,,46,,,,,,,,2021
Dennis,380,,,,16,15,1,1,,,,1,186,47,5,8,20,14,139,43,19,15,9,129,3,3,,,1,1,,2021
Eastham,101,,,,2,2,,,,,,,31,12,3,,8,1,19,5,3,2,,60,3,2,,1,,,,2021
Falmouth,672,1,1,,13,13,,6,3,1,,2,345,84,15,7,41,21,261,112,76,27,9,176,16,14,,2,3,,,2021
Harwich,175,,,,3,3,,,,,,,83,16,1,3,9,3,67,23,7,10,6,61,4,3,,1,1,,,2021
Mashpee,182,,,,9,9,,1,,,,1,91,36,7,3,16,10,55,11,2,5,4,61,9,8,,1,,,,2021
Orleans,109,,,,3,3,,1,,,,1,44,11,3,,7,1,33,4,2,2,,55,2,2,,,,,,2021
Provincetown,98,,,,5,4,1,,,,,,41,10,,2,4,4,31,10,3,6,1,38,3,3,,,1,,,2021
Sandwich,195,,,,8,8,,0,0,,,,117,32,1,2,24,5,85,7,4,3,,56,7,7,,,0,,,2021
Truro,29,,,,1,1,,,,,,,16,3,,,3,,13,4,1,1,2,8,,,,,,,,2021
Wellfleet,30,,,,2,2,,,,,,,14,4,,1,2,1,10,1,,1,,12,1,1,,,,,,2021
Yarmouth,460,,,,16,16,,6,,2,1,3,218,57,1,6,30,20,161,41,11,22,8,168,8,6,2,,2,1,,2021
Cape Cod Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Barnstable County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Barnstable State Police,8,,,,1,1,,,,,,,7,1,,,1,,6,,,,,,,,,,,,,2021
Barnstable State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Adams,182,1,1,,6,6,,1,,,,1,85,40,4,17,16,3,45,19,9,10,,65,5,5,,,,,,2021
Alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Becket,11,,,,1,1,,,,,,,5,1,,,1,,4,2,1,1,,3,,,,,,,,2021
Cheshire,7,,,,,,,,,,,,5,,,,,,5,1,,1,,1,,,,,,,,2021
Clarksburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dalton,77,,,,2,2,,1,,,,1,46,16,2,1,6,7,30,9,3,5,1,15,3,2,1,,1,,,2021
Egremont,15,,,,,,,,,,,,8,3,,,2,1,5,,,,,7,,,,,,,,2021
Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Great Barrington,108,,,,5,5,,1,,,1,,47,11,1,4,3,3,36,8,3,3,2,45,1,1,,,1,,,2021
Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Hinsdale,7,,,,,,,,,,,,7,6,3,,1,2,1,,,,,,,,,,,,,2021
Lanesboro,24,,,,2,2,,,,,,,9,4,1,,1,2,5,2,2,,,10,1,,1,,,,,2021
Lee,113,,,,1,1,,1,,,,1,37,5,1,1,3,,32,15,10,4,1,57,2,2,,,,,,2021
Lenox,78,,,,1,1,,2,1,,,1,17,2,1,,1,,15,9,4,4,1,48,1,1,,,,,,2021
Monterey,9,,,,,,,,,,,,3,1,,,,1,2,,,,,4,2,1,,1,,,,2021
Mount Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
New Ashford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
New Marlboro,5,,,,,,,,,,,,,,,,,,,,,,,3,2,2,,,,,,2021
North Adams,670,,,,7,7,,10,3,3,1,3,347,121,12,10,43,56,226,61,30,30,1,229,16,16,,,,,,2021
Otis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sandisfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Savoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Sheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Stockbridge,31,,,,,,,,,,,,11,1,1,,,,10,5,3,1,1,13,2,2,,,,,,2021
Tyringham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
West Stockbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Williamstown,67,,,,2,2,,,,,,,11,1,,,1,,10,2,1,1,,50,2,2,,,,,,2021
Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MA College of Liberal Arts,11,,,,1,1,,,,,,,6,,,,,,6,,,,,4,,,,,,,,2021
MBTA - Berkshire County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Berkshire State Police,43,2,1,1,,,,,,,,,21,1,,1,,,20,7,4,3,,10,3,2,1,,,,,2021
Berkshire State Police Weston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Berkshire State Police Northampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Acushnet,85,,,,4,4,,1,,,1,,48,6,,,5,1,42,3,1,2,,23,5,5,,,1,,,2021
Attleboro,"1,109",,,,15,15,,15,4,4,,7,493,102,16,22,57,7,391,51,25,14,12,479,53,43,5,5,3,,,2021
Berkley,33,,,,1,1,,,,,,,21,3,1,,2,,18,3,2,1,,7,1,1,,,,,,2021
Dartmouth,739,,,,6,6,,8,,3,,5,313,43,7,10,22,4,270,39,16,16,7,363,10,10,,,,,,2021
Dighton,63,,,,3,3,,2,,,,2,36,8,,1,6,1,28,6,3,1,2,12,4,3,,1,,,,2021
Easton,235,,,,6,6,,4,1,2,1,,93,26,2,5,14,5,67,12,7,5,,108,12,10,2,,,,,2021
Fairhaven,357,,,,8,8,,4,,2,,2,208,31,2,5,19,5,177,7,2,3,2,113,16,13,1,2,,,1,2021
Freetown,128,,,,4,4,,,,,,,85,12,3,,6,3,73,10,4,4,2,26,3,2,1,,,,,2021
Mansfield,318,,,,7,7,,3,,1,0,2,157,28,,9,11,8,129,17,4,7,6,121,13,12,,1,,,,2021
Norton,75,,,,4,4,,1,,,,1,45,21,,4,14,3,24,1,1,,,23,1,1,,,,,,2021
Raynham,162,,,,5,5,,4,,,1,3,41,23,1,4,12,6,18,11,6,4,1,94,7,7,,,,,,2021
Rehoboth,79,,,,1,1,,1,,,1,,33,11,,2,8,1,22,11,1,5,5,28,5,5,,,,,,2021
Seekonk,348,1,1,,8,8,,3,,,1,2,79,24,,6,13,5,55,44,20,19,5,195,17,17,,,1,,,2021
Somerset,279,1,,1,7,7,,2,1,,,1,150,31,3,5,20,3,119,9,5,4,,101,8,6,1,1,1,,,2021
Swansea,251,,,,5,5,,1,,,,1,122,16,,,13,3,106,19,9,7,3,93,11,11,,,,,,2021
Westport,167,,,,7,7,,,,,,,85,22,4,2,13,3,63,10,6,3,1,52,12,12,,,1,,,2021
U-Mass Dartmouth,54,,,,6,6,,,,,,,18,2,,1,1,,16,2,,1,1,28,,,,,,,,2021
Stonehill College,14,,,,2,2,,,,,,,2,,,,,,2,,,,,8,1,1,,,1,,,2021
Bristol Comm College,5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,2021
Wheaton College,13,,,,,,,,,,,,4,,,,,,4,2,,1,1,7,,,,,,,,2021
Uncategorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
MBTA - Bristol County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bristol State Police,19,,,,,,,,,,,,15,2,,,2,,13,1,,1,,2,1,1,,,,,,2021
Bristol State Police Framingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Bristol State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dukes County,324,,,,5,5,,,,,,,185,87,2,9,25,51,98,17,6,11,,111,5,5,,,1,,,2021
Chilmark,12,,,,1,1,,,,,,,7,2,,1,1,,5,,,,,4,,,,,,,,2021
Edgartown,82,,,,1,1,,,,,,,42,25,,3,7,15,17,2,,2,,35,2,2,,,,,,2021
Aquinnah,4,,,,,,,,,,,,2,,,,,,2,,,,,2,,,,,,,,2021
Gosnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Oak Bluffs,89,,,,2,2,,,,,,,56,22,,5,6,11,34,6,2,4,,25,,,,,,,,2021
Tisbury,100,,,,1,1,,,,,,,54,24,1,,8,15,30,8,3,5,,34,2,2,,,1,,,2021
West Tisbury,37,,,,,,,,,,,,24,14,1,,3,10,10,1,1,,,11,1,1,,,,,,2021
MBTA - Dukes County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dukes State Police,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Dukes State Police Middleboro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Amesbury,137,,,,2,2,,3,1,1,,1,76,15,,3,9,3,61,6,,6,,46,4,4,,,,,,2021
North Shore CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021
Andover,286,,,,,,,,,,,,87,4,,,,4,83,37,14,21,2,152,9,9,,,1,,,2021
Beverly,314,,,,6,6,,3,,,1,2,97,38,1,7,11,19,59,13,4,9,,178,15,11,2,2,2,,,2021
Boxford,16,,,,,,,,,,,,3,,,,,,3,,,,,11,2,2,,,,,,2021
Danvers,480,,,,2,2,,4,2,1,1,,220,42,2,7,19,14,178,19,8,9,2,218,16,15,,1,1,,,2021
Essex,23,,,,1,1,,,,,,,13,1,,,1,,12,1,,,1,8,,,,,,,,2021
Georgetown,47,,,,2,2,,,,,,,21,4,,2,2,,17,6,1,3,2,17,1,1,,,,,,2021
Gloucester,412,,,,4,4,,2,,,,2,224,45,6,6,19,14,179,22,10,10,2,139,21,18,3,,0,,,2021
Hamilton,39,,,,,,,,,,,,16,4,,,2,2,12,6,1,,5,16,1,1,,,,,,2021
Ipswich,96,,,,,,,,,,,,41,15,2,2,7,4,26,18,8,10,,30,7,7,,,,,,2021
Lynnfield,99,,,,1,1,,,,,,,28,10,,,4,6,18,2,,2,,62,6,3,1,2,,,,2021
Manchester-by-the-sea,26,,,,,,,,,,,,8,4,,1,3,,4,3,2,1,,13,2,2,,,,,,2021
Marblehead,158,,,,,,,1,,,,1,51,14,4,,6,4,37,11,4,6,1,86,8,8,,,1,,,2021
Merrimac,28,,,,3,3,,,,,,,14,3,,,2,1,11,2,1,1,,9,,,,,,,,2021
Middleton,57,,,,,,,,,,,,31,3,,,2,1,28,6,3,2,1,18,2,2,,,,,,2021
Nahant,24,,,,1,1,,,,,,,12,5,,,1,4,7,,,,,10,1,,,1,,,,2021
Newbury,61,,,,,,,,,,,,36,5,,,2,3,31,9,6,1,2,14,1,1,,,1,,,2021
Newburyport,190,,,,4,4,,1,,,1,,85,16,,1,8,7,69,7,2,5,,89,3,3,,,1,,,2021
North Andover,176,,,,2,2,,2,1,,,1,54,14,,2,11,1,40,15,8,7,,93,8,8,,,2,,,2021
Peabody,820,,,,16,16,,14,1,3,2,8,368,115,22,18,46,29,253,47,19,23,5,338,35,31,3,1,2,,,2021
Rockport,31,,,,,,,1,1,,,,18,4,,,3,1,14,4,2,2,,8,,,,,,,,2021
Rowley,39,1,,1,,,,,,,,,15,6,,1,2,3,9,6,2,3,1,16,1,1,,,,,,2021
Salem,"1,223",0,0,,7,7,,15,3,2,1,9,611,78,16,16,39,7,533,67,34,24,9,483,40,33,3,4,,,,2021
Salisbury,175,,,,8,8,,1,,,,1,74,10,1,2,6,1,64,16,8,8,,64,12,11,1,,,,,2021
Saugus,425,1,1,,8,8,,5,1,2,,2,124,49,12,7,15,15,75,33,19,13,1,233,21,20,,1,,,,2021
Swampscott,157,,,,,,,2,,,1,1,43,4,,1,2,1,39,12,3,9,,95,4,3,1,,1,,,2021
Topsfield,22,,,,,,,,,,,,14,6,,2,3,1,8,,,,,8,,,,,,,,2021
Wenham,20,,,,,,,,,,,,7,,,,,,7,1,,1,,12,,,,,,,,2021
